AML Investigation Report
=========================

Account: C835773569 | Amount: 710544.77 | Risk: High
Account: C1942665986 | Amount: 776506.83 | Risk: High
Account: C968218473 | Amount: 2340896.86 | Risk: High
Account: C1688179706 | Amount: 766070.22 | Risk: High
Account: C460096964 | Amount: 596336.67 | Risk: High
Account: C224297139 | Amount: 727829.07 | Risk: High
Account: C261533385 | Amount: 736461.63 | Risk: High
Account: C670619821 | Amount: 1047125.86 | Risk: High
Account: C859009546 | Amount: 5324645.84 | Risk: High
Account: C339505384 | Amount: 528259.26 | Risk: High
Account: C1068240459 | Amount: 1234398.59 | Risk: High
Account: C120720808 | Amount: 2176138.73 | Risk: High
Account: C1441633447 | Amount: 568679.23 | Risk: High
Account: C1047720433 | Amount: 899920.6 | Risk: High
Account: C1877010723 | Amount: 537952.49 | Risk: High
Account: C1661449157 | Amount: 577798.22 | Risk: High
Account: C155209708 | Amount: 2090604.91 | Risk: High
Account: C748986484 | Amount: 1723927.95 | Risk: High
Account: C1019109955 | Amount: 768770.02 | Risk: High
Account: C1088122439 | Amount: 1459313.43 | Risk: High
Account: C629989991 | Amount: 2487888.91 | Risk: High
Account: C1533871698 | Amount: 2631651.88 | Risk: High
Account: C580355387 | Amount: 573439.04 | Risk: High
Account: C1038943186 | Amount: 671721.14 | Risk: High
Account: C32179658 | Amount: 1792204.99 | Risk: High
Account: C1926025845 | Amount: 661005.64 | Risk: High
Account: C2030681308 | Amount: 582179.24 | Risk: High
Account: C2076180928 | Amount: 550469.89 | Risk: High
Account: C958389279 | Amount: 1615897.01 | Risk: High
Account: C1312670841 | Amount: 2367191.94 | Risk: High
Account: C1028766280 | Amount: 3768371.45 | Risk: High
Account: C435325577 | Amount: 585060.64 | Risk: High
Account: C314740639 | Amount: 18576039.85 | Risk: High
Account: C1057696603 | Amount: 663119.3 | Risk: High
Account: C236613943 | Amount: 888096.03 | Risk: High
Account: C1373834487 | Amount: 3034717.44 | Risk: High
Account: C132073455 | Amount: 581889.47 | Risk: High
Account: C1450089041 | Amount: 1746886.84 | Risk: High
Account: C1500702169 | Amount: 1234328.82 | Risk: High
Account: C764072172 | Amount: 1057247.19 | Risk: High
Account: C159971543 | Amount: 694288.81 | Risk: High
Account: C1741076564 | Amount: 38874009.46 | Risk: High
Account: C1908017274 | Amount: 587785.26 | Risk: High
Account: C1900035261 | Amount: 8091454.72 | Risk: High
Account: C1935005426 | Amount: 12946541.55 | Risk: High
Account: C1759720217 | Amount: 9575306.79 | Risk: High
Account: C554925674 | Amount: 10000000.0 | Risk: High
Account: C135872076 | Amount: 10000000.0 | Risk: High
Account: C1423663301 | Amount: 4846298.25 | Risk: High
Account: C1938634236 | Amount: 6392504.36 | Risk: High
Account: C2036582063 | Amount: 2416117.03 | Risk: High
Account: C2127359133 | Amount: 10000000.0 | Risk: High
Account: C796574716 | Amount: 6243667.98 | Risk: High
Account: C316656451 | Amount: 10000000.0 | Risk: High
Account: C1608696929 | Amount: 10000000.0 | Risk: High
Account: C1837511542 | Amount: 7846786.42 | Risk: High
Account: C1255901219 | Amount: 7936498.03 | Risk: High
Account: C1149635129 | Amount: 624960.71 | Risk: High
Account: C96358703 | Amount: 7077739.11 | Risk: High
Account: C520258369 | Amount: 5229873.21 | Risk: High
Account: C1316292253 | Amount: 1620270.04 | Risk: High
Account: C163217219 | Amount: 8965155.77 | Risk: High
Account: C2035014282 | Amount: 880326.04 | Risk: High
Account: C1182523157 | Amount: 2997522.22 | Risk: High
Account: C9452761 | Amount: 558058.04 | Risk: High
Account: C1218854152 | Amount: 564161.18 | Risk: High
Account: C1185263836 | Amount: 1866107.94 | Risk: High
Account: C2086335567 | Amount: 624965.84 | Risk: High
Account: C1804228729 | Amount: 883556.29 | Risk: High
Account: C1952018305 | Amount: 572702.18 | Risk: High
Account: C101359786 | Amount: 943147.58 | Risk: High
Account: C641601300 | Amount: 1200181.81 | Risk: High
Account: C649956331 | Amount: 680096.74 | Risk: High
Account: C125799853 | Amount: 1622595.73 | Risk: High
Account: C851420924 | Amount: 3166576.92 | Risk: High
Account: C1203306864 | Amount: 715410.97 | Risk: High
Account: C1157650635 | Amount: 1994687.56 | Risk: High
Account: C987068589 | Amount: 535529.53 | Risk: High
Account: C1304355277 | Amount: 1151930.25 | Risk: High
Account: C300300167 | Amount: 716445.52 | Risk: High
Account: C1396720732 | Amount: 803350.38 | Risk: High
Account: C1013306757 | Amount: 638691.51 | Risk: High
Account: C1869344022 | Amount: 626314.48 | Risk: High
Account: C1542134931 | Amount: 554280.29 | Risk: High
Account: C1427628982 | Amount: 558546.77 | Risk: High
Account: C203919132 | Amount: 15802612.29 | Risk: High
Account: C1101705604 | Amount: 5055078.53 | Risk: High
Account: C518757336 | Amount: 2326256.73 | Risk: High
Account: C825938473 | Amount: 918431.78 | Risk: High
Account: C1852779301 | Amount: 678550.41 | Risk: High
Account: C640806491 | Amount: 6686030.85 | Risk: High
Account: C1965997499 | Amount: 1812543.3 | Risk: High
Account: C226212626 | Amount: 619245.7 | Risk: High
Account: C1132922278 | Amount: 668407.13 | Risk: High
Account: C1380376890 | Amount: 2754456.59 | Risk: High
Account: C328351525 | Amount: 3281775.54 | Risk: High
Account: C1025684428 | Amount: 886172.7 | Risk: High
Account: C49047855 | Amount: 694169.93 | Risk: High
Account: C282771165 | Amount: 911579.51 | Risk: High
Account: C1779165885 | Amount: 13166481.83 | Risk: High
Account: C850437455 | Amount: 1239774.58 | Risk: High
Account: C1604877964 | Amount: 13397015.19 | Risk: High
Account: C2102401176 | Amount: 612323.57 | Risk: High
Account: C532654868 | Amount: 551928.15 | Risk: High
Account: C218520760 | Amount: 8670660.3 | Risk: High
Account: C1089203327 | Amount: 1277255.03 | Risk: High
Account: C1145039109 | Amount: 7782906.88 | Risk: High
Account: C706771032 | Amount: 535138.1 | Risk: High
Account: C265467340 | Amount: 1252589.67 | Risk: High
Account: C925247406 | Amount: 3145294.29 | Risk: High
Account: C1428000484 | Amount: 639969.23 | Risk: High
Account: C386037606 | Amount: 6529500.27 | Risk: High
Account: C1886544249 | Amount: 14718964.94 | Risk: High
Account: C2129095073 | Amount: 897891.05 | Risk: High
Account: C2053853369 | Amount: 1244051.8 | Risk: High
Account: C2099941310 | Amount: 2412727.48 | Risk: High
Account: C1037425017 | Amount: 6388293.92 | Risk: High
Account: C1711334636 | Amount: 10000000.0 | Risk: High
Account: C262992133 | Amount: 4220493.43 | Risk: High
Account: C425048124 | Amount: 2468457.37 | Risk: High
Account: C354362281 | Amount: 661195.48 | Risk: High
Account: C385076757 | Amount: 30305608.13 | Risk: High
Account: C1519577654 | Amount: 3307696.07 | Risk: High
Account: C223187308 | Amount: 8628660.0 | Risk: High
Account: C1322202354 | Amount: 1253016.47 | Risk: High
Account: C371791790 | Amount: 10000000.0 | Risk: High
Account: C1988597539 | Amount: 2882681.51 | Risk: High
Account: C1136174888 | Amount: 585953.04 | Risk: High
Account: C570010977 | Amount: 529327.29 | Risk: High
Account: C1855642435 | Amount: 882813.05 | Risk: High
Account: C2097324583 | Amount: 1702453.56 | Risk: High
Account: C1574093939 | Amount: 1601744.32 | Risk: High
Account: C182571335 | Amount: 7773136.62 | Risk: High
Account: C1896653280 | Amount: 539427.64 | Risk: High
Account: C108859014 | Amount: 760493.42 | Risk: High
Account: C1197992762 | Amount: 1571623.97 | Risk: High
Account: C519064224 | Amount: 538021.98 | Risk: High
Account: C534450561 | Amount: 933864.26 | Risk: High
Account: C596764040 | Amount: 1245745.06 | Risk: High
Account: C976332529 | Amount: 4434201.2 | Risk: High
Account: C1345668381 | Amount: 721459.37 | Risk: High
Account: C1982576022 | Amount: 2286482.8 | Risk: High
Account: C1156751205 | Amount: 723975.86 | Risk: High
Account: C1426679482 | Amount: 1027408.87 | Risk: High
Account: C2126715183 | Amount: 542034.21 | Risk: High
Account: C705311919 | Amount: 763726.48 | Risk: High
Account: C283180925 | Amount: 6561840.94 | Risk: High
Account: C1342961860 | Amount: 711682.47 | Risk: High
Account: C276596685 | Amount: 986733.07 | Risk: High
Account: C1652119261 | Amount: 2119111.63 | Risk: High
Account: C328847325 | Amount: 1763034.68 | Risk: High
Account: C258970362 | Amount: 3219568.11 | Risk: High
Account: C1162056755 | Amount: 1469542.77 | Risk: High
Account: C1927585811 | Amount: 568027.78 | Risk: High
Account: C1043355265 | Amount: 698453.48 | Risk: High
Account: C1016934729 | Amount: 1524586.95 | Risk: High
Account: C153658127 | Amount: 963529.03 | Risk: High
Account: C1812498636 | Amount: 3080874.88 | Risk: High
Account: C609516253 | Amount: 731610.41 | Risk: High
Account: C1731491964 | Amount: 1659583.95 | Risk: High
Account: C1492936492 | Amount: 2034626.19 | Risk: High
Account: C753346650 | Amount: 596478.61 | Risk: High
Account: C1148385029 | Amount: 876794.26 | Risk: High
Account: C1560393101 | Amount: 1889805.96 | Risk: High
Account: C1492962755 | Amount: 1318508.95 | Risk: High
Account: C655864972 | Amount: 759282.0 | Risk: High
Account: C1283959942 | Amount: 3264962.52 | Risk: High
Account: C245848341 | Amount: 1841382.99 | Risk: High
Account: C57225281 | Amount: 1383205.21 | Risk: High
Account: C633351463 | Amount: 2258170.99 | Risk: High
Account: C1141576570 | Amount: 990938.47 | Risk: High
Account: C731829016 | Amount: 1192606.24 | Risk: High
Account: C1408209930 | Amount: 1601565.78 | Risk: High
Account: C1373211745 | Amount: 551016.9 | Risk: High
Account: C824465745 | Amount: 2846643.35 | Risk: High
Account: C132702913 | Amount: 538785.24 | Risk: High
Account: C1653928790 | Amount: 2096475.71 | Risk: High
Account: C235794197 | Amount: 1119481.73 | Risk: High
Account: C604843878 | Amount: 1659791.26 | Risk: High
Account: C497209870 | Amount: 1161751.89 | Risk: High
Account: C245293509 | Amount: 4829102.83 | Risk: High
Account: C1451420344 | Amount: 731581.46 | Risk: High
Account: C283784537 | Amount: 583554.58 | Risk: High
Account: C1995120350 | Amount: 1071846.7 | Risk: High
Account: C1998580843 | Amount: 1855014.11 | Risk: High
Account: C91194538 | Amount: 1362822.2 | Risk: High
Account: C971280471 | Amount: 1565575.84 | Risk: High
Account: C883811606 | Amount: 1387951.47 | Risk: High
Account: C747895774 | Amount: 1882254.24 | Risk: High
Account: C367662303 | Amount: 656279.25 | Risk: High
Account: C1079545634 | Amount: 2203228.56 | Risk: High
Account: C131806839 | Amount: 1587717.48 | Risk: High
Account: C203293626 | Amount: 558394.63 | Risk: High
Account: C331659194 | Amount: 556747.0 | Risk: High
Account: C929742440 | Amount: 2205942.16 | Risk: High
Account: C1320481595 | Amount: 3098952.78 | Risk: High
Account: C2146445440 | Amount: 581640.45 | Risk: High
Account: C2027562179 | Amount: 1068054.52 | Risk: High
Account: C676987276 | Amount: 567728.54 | Risk: High
Account: C837065783 | Amount: 577972.49 | Risk: High
Account: C701603778 | Amount: 525411.35 | Risk: High
Account: C334897483 | Amount: 698544.78 | Risk: High
Account: C183263952 | Amount: 777799.56 | Risk: High
Account: C2085391816 | Amount: 4459305.12 | Risk: High
Account: C615912718 | Amount: 669690.02 | Risk: High
Account: C1896503845 | Amount: 2038938.03 | Risk: High
Account: C243740416 | Amount: 2200547.25 | Risk: High
Account: C1121865866 | Amount: 547051.48 | Risk: High
Account: C324124707 | Amount: 2176521.39 | Risk: High
Account: C1040334487 | Amount: 1061248.74 | Risk: High
Account: C1277492295 | Amount: 1786854.82 | Risk: High
Account: C2041919978 | Amount: 901251.79 | Risk: High
Account: C2076561122 | Amount: 1497259.53 | Risk: High
Account: C1390164022 | Amount: 748512.43 | Risk: High
Account: C1432202020 | Amount: 1281333.86 | Risk: High
Account: C1232999644 | Amount: 1252514.84 | Risk: High
Account: C985605886 | Amount: 715212.33 | Risk: High
Account: C931995876 | Amount: 881345.93 | Risk: High
Account: C2055027956 | Amount: 865297.33 | Risk: High
Account: C704515508 | Amount: 625525.91 | Risk: High
Account: C2004094710 | Amount: 2208424.32 | Risk: High
Account: C651991200 | Amount: 582718.84 | Risk: High
Account: C1016949303 | Amount: 1138783.96 | Risk: High
Account: C1623632214 | Amount: 4146963.53 | Risk: High
Account: C406954872 | Amount: 1067697.59 | Risk: High
Account: C235244484 | Amount: 519646.8 | Risk: High
Account: C1935481284 | Amount: 2519023.92 | Risk: High
Account: C2005562612 | Amount: 1653965.04 | Risk: High
Account: C1526023144 | Amount: 605842.91 | Risk: High
Account: C1499730264 | Amount: 536887.59 | Risk: High
Account: C1555086607 | Amount: 708382.66 | Risk: High
Account: C906941844 | Amount: 1532719.91 | Risk: High
Account: C713615405 | Amount: 519599.57 | Risk: High
Account: C1955921227 | Amount: 1804387.7 | Risk: High
Account: C550200450 | Amount: 749369.2 | Risk: High
Account: C977044321 | Amount: 1836995.35 | Risk: High
Account: C1243099051 | Amount: 3377676.99 | Risk: High
Account: C532903401 | Amount: 2301629.85 | Risk: High
Account: C472638499 | Amount: 1259896.52 | Risk: High
Account: C722228990 | Amount: 2600798.79 | Risk: High
Account: C84922634 | Amount: 2049024.28 | Risk: High
Account: C783102389 | Amount: 702070.69 | Risk: High
Account: C1343875506 | Amount: 1538311.74 | Risk: High
Account: C742024395 | Amount: 1143571.72 | Risk: High
Account: C1654285255 | Amount: 1382201.11 | Risk: High
Account: C1988205387 | Amount: 1057546.67 | Risk: High
Account: C339955034 | Amount: 1395152.27 | Risk: High
Account: C83674771 | Amount: 736407.62 | Risk: High
Account: C318249423 | Amount: 2195358.1 | Risk: High
Account: C1522081817 | Amount: 553871.41 | Risk: High
Account: C518383312 | Amount: 5382036.57 | Risk: High
Account: C527984198 | Amount: 1605656.32 | Risk: High
Account: C1154232593 | Amount: 604701.87 | Risk: High
Account: C1792636536 | Amount: 933854.49 | Risk: High
Account: C127247491 | Amount: 572166.81 | Risk: High
Account: C1876692743 | Amount: 659389.43 | Risk: High
Account: C1568634958 | Amount: 1572702.87 | Risk: High
Account: C482952496 | Amount: 810860.19 | Risk: High
Account: C1650984959 | Amount: 582168.57 | Risk: High
Account: C1761144927 | Amount: 3440176.15 | Risk: High
Account: C2077948692 | Amount: 540509.47 | Risk: High
Account: C751509105 | Amount: 4833446.59 | Risk: High
Account: C1022036948 | Amount: 3696547.27 | Risk: High
Account: C327395948 | Amount: 593737.88 | Risk: High
Account: C135561390 | Amount: 565347.82 | Risk: High
Account: C1674581127 | Amount: 4782617.03 | Risk: High
Account: C555793154 | Amount: 551897.77 | Risk: High
Account: C2013403173 | Amount: 572600.49 | Risk: High
Account: C341132427 | Amount: 895969.81 | Risk: High
Account: C311524902 | Amount: 521135.22 | Risk: High
Account: C1645047159 | Amount: 659334.76 | Risk: High
Account: C1699874966 | Amount: 625375.81 | Risk: High
Account: C338502689 | Amount: 1228377.98 | Risk: High
Account: C807051536 | Amount: 957193.99 | Risk: High
Account: C33594415 | Amount: 608611.31 | Risk: High
Account: C569000276 | Amount: 915348.29 | Risk: High
Account: C1189216713 | Amount: 535081.19 | Risk: High
Account: C812001868 | Amount: 4445514.2 | Risk: High
Account: C503278016 | Amount: 561026.33 | Risk: High
Account: C120081649 | Amount: 586528.75 | Risk: High
Account: C690062881 | Amount: 756792.03 | Risk: High
Account: C2053278656 | Amount: 809602.3 | Risk: High
Account: C826248877 | Amount: 1172442.44 | Risk: High
Account: C1806743599 | Amount: 539835.2 | Risk: High
Account: C528616245 | Amount: 540656.41 | Risk: High
Account: C417961040 | Amount: 1656736.02 | Risk: High
Account: C2140526300 | Amount: 551514.96 | Risk: High
Account: C807208144 | Amount: 2458505.6 | Risk: High
Account: C442810010 | Amount: 4461962.72 | Risk: High
Account: C1834792704 | Amount: 3297224.28 | Risk: High
Account: C287123496 | Amount: 1501939.72 | Risk: High
Account: C1841367152 | Amount: 1145030.36 | Risk: High
Account: C1171274556 | Amount: 3288005.32 | Risk: High
Account: C290487997 | Amount: 2749010.33 | Risk: High
Account: C1214014963 | Amount: 4512815.02 | Risk: High
Account: C1688468879 | Amount: 562378.9 | Risk: High
Account: C1462576649 | Amount: 614650.42 | Risk: High
Account: C1715662888 | Amount: 542594.58 | Risk: High
Account: C1586134436 | Amount: 1546613.9 | Risk: High
Account: C61463231 | Amount: 530603.76 | Risk: High
Account: C1899628152 | Amount: 604413.95 | Risk: High
Account: C1597981752 | Amount: 1302410.14 | Risk: High
Account: C788912671 | Amount: 961108.56 | Risk: High
Account: C1655691123 | Amount: 1282959.04 | Risk: High
Account: C510173358 | Amount: 663950.59 | Risk: High
Account: C738183845 | Amount: 1906897.52 | Risk: High
Account: C636993729 | Amount: 698416.89 | Risk: High
Account: C925319155 | Amount: 712167.92 | Risk: High
Account: C338827366 | Amount: 595665.11 | Risk: High
Account: C1180972596 | Amount: 2982684.4 | Risk: High
Account: C474272339 | Amount: 553234.1 | Risk: High
Account: C1675093049 | Amount: 1583352.57 | Risk: High
Account: C402179883 | Amount: 975490.06 | Risk: High
Account: C886991481 | Amount: 688038.76 | Risk: High
Account: C886430080 | Amount: 611122.5 | Risk: High
Account: C1998690928 | Amount: 522319.88 | Risk: High
Account: C868751497 | Amount: 573197.78 | Risk: High
Account: C523115011 | Amount: 1429226.68 | Risk: High
Account: C1360404643 | Amount: 612430.8 | Risk: High
Account: C1616695020 | Amount: 556753.74 | Risk: High
Account: C54635434 | Amount: 1601150.65 | Risk: High
Account: C1069749149 | Amount: 585324.13 | Risk: High
Account: C1370786038 | Amount: 561015.83 | Risk: High
Account: C1136900124 | Amount: 941599.35 | Risk: High
Account: C1061931265 | Amount: 654191.15 | Risk: High
Account: C1755335200 | Amount: 1319806.9 | Risk: High
Account: C1906181934 | Amount: 775403.0 | Risk: High
Account: C1730002269 | Amount: 4070290.44 | Risk: High
Account: C1609486918 | Amount: 1001292.63 | Risk: High
Account: C1546812578 | Amount: 600923.34 | Risk: High
Account: C1789828014 | Amount: 781272.4 | Risk: High
Account: C1081525209 | Amount: 526602.81 | Risk: High
Account: C2132296246 | Amount: 1330100.53 | Risk: High
Account: C1457492609 | Amount: 1108655.51 | Risk: High
Account: C221631979 | Amount: 1116235.83 | Risk: High
Account: C1208098630 | Amount: 923038.7 | Risk: High
Account: C811350853 | Amount: 1686030.06 | Risk: High
Account: C101617638 | Amount: 541755.0 | Risk: High
Account: C715383844 | Amount: 3956347.57 | Risk: High
Account: C1158383415 | Amount: 795608.61 | Risk: High
Account: C1048396381 | Amount: 806259.86 | Risk: High
Account: C882869563 | Amount: 2133483.14 | Risk: High
Account: C46930731 | Amount: 4057140.66 | Risk: High
Account: C2108020763 | Amount: 2611720.68 | Risk: High
Account: C1191696703 | Amount: 2567602.1 | Risk: High
Account: C291665611 | Amount: 3556939.59 | Risk: High
Account: C1466829711 | Amount: 698223.72 | Risk: High
Account: C1929818755 | Amount: 829255.62 | Risk: High
Account: C635739031 | Amount: 1965786.11 | Risk: High
Account: C1015856166 | Amount: 2600970.32 | Risk: High
Account: C2004363483 | Amount: 1028284.82 | Risk: High
Account: C485696245 | Amount: 638246.49 | Risk: High
Account: C1866184525 | Amount: 782996.72 | Risk: High
Account: C469443722 | Amount: 522330.49 | Risk: High
Account: C1127304441 | Amount: 876753.11 | Risk: High
Account: C1029713918 | Amount: 1962849.25 | Risk: High
Account: C1097726742 | Amount: 846454.05 | Risk: High
Account: C1885333477 | Amount: 815297.9 | Risk: High
Account: C797454204 | Amount: 767234.39 | Risk: High
Account: C329851584 | Amount: 2143493.47 | Risk: High
Account: C1216137912 | Amount: 1612046.38 | Risk: High
Account: C1650020671 | Amount: 1985178.75 | Risk: High
Account: C734010780 | Amount: 1880106.83 | Risk: High
Account: C74006324 | Amount: 566200.88 | Risk: High
Account: C466408166 | Amount: 528137.46 | Risk: High
Account: C763156609 | Amount: 698892.13 | Risk: High
Account: C228353749 | Amount: 1718481.63 | Risk: High
Account: C2038973999 | Amount: 1065690.57 | Risk: High
Account: C923770910 | Amount: 666306.74 | Risk: High
Account: C551800041 | Amount: 915707.92 | Risk: High
Account: C1968600337 | Amount: 1691291.91 | Risk: High
Account: C1457751414 | Amount: 1652603.33 | Risk: High
Account: C303348132 | Amount: 548302.58 | Risk: High
Account: C957308799 | Amount: 831804.24 | Risk: High
Account: C809381301 | Amount: 937180.36 | Risk: High
Account: C1623862133 | Amount: 2421502.39 | Risk: High
Account: C580382654 | Amount: 1287527.72 | Risk: High
Account: C280804885 | Amount: 1489463.08 | Risk: High
Account: C1851065642 | Amount: 1054244.29 | Risk: High
Account: C601768975 | Amount: 685201.41 | Risk: High
Account: C1567201039 | Amount: 743222.68 | Risk: High
Account: C1493903724 | Amount: 1361521.27 | Risk: High
Account: C624219547 | Amount: 712786.17 | Risk: High
Account: C1663399219 | Amount: 976886.36 | Risk: High
Account: C1682931548 | Amount: 685907.83 | Risk: High
Account: C1194120440 | Amount: 3024247.41 | Risk: High
Account: C807221466 | Amount: 726509.49 | Risk: High
Account: C2075073289 | Amount: 654616.78 | Risk: High
Account: C917490222 | Amount: 590873.39 | Risk: High
Account: C173838510 | Amount: 544428.25 | Risk: High
Account: C689717539 | Amount: 1082562.4 | Risk: High
Account: C170843146 | Amount: 968420.35 | Risk: High
